institution,rank_2025,cycle,party,total
American,91,2000,DEM,2000.0
American,91,2000,REP,500.0
American,91,2002,DEM,11520.0
American,91,2002,REP,2000.0
American,91,2004,DEM,17183.0
American,91,2004,REP,3518.46
American,91,2006,DEM,39952.0
American,91,2006,REP,200.0
American,91,2008,DEM,88919.05
American,91,2008,REP,2066.0
American,91,2010,DEM,51768.0
American,91,2010,REP,1720.0
American,91,2012,DEM,56946.8
American,91,2012,REP,812.0
American,91,2014,DEM,120110.0
American,91,2014,REP,8635.0
American,91,2016,DEM,252623.69
American,91,2016,REP,7150.0
American,91,2018,DEM,196020.77
American,91,2018,REP,5662.5
American,91,2020,DEM,301766.8
American,91,2020,REP,13150.0
American,91,2022,DEM,207754.45
American,91,2022,REP,1000.0
American,91,2024,DEM,341851.84
American,91,2024,REP,805.0
American,91,2026,DEM,71277.34
American,91,2026,REP,8456.96
Arizona,109,2000,DEM,850.0
Arizona,109,2000,REP,1450.0
Arizona,109,2002,DEM,4100.0
Arizona,109,2002,REP,2000.0
Arizona,109,2004,DEM,27027.0
Arizona,109,2004,REP,54626.0
Arizona,109,2006,DEM,22020.0
Arizona,109,2006,REP,47242.0
Arizona,109,2008,DEM,30236.0
Arizona,109,2008,REP,7034.0
Arizona,109,2010,DEM,36844.5
Arizona,109,2010,REP,3870.56
Arizona,109,2012,DEM,30031.93
Arizona,109,2012,REP,13332.0
Arizona,109,2014,DEM,22402.120000000003
Arizona,109,2014,REP,2303.0
Arizona,109,2016,DEM,53657.24
Arizona,109,2016,REP,1206.0
Arizona,109,2018,DEM,40817.84
Arizona,109,2018,REP,-700.0
Arizona,109,2020,DEM,288599.84
Arizona,109,2020,REP,2317.2200000000003
Arizona,109,2022,DEM,171576.97
Arizona,109,2022,REP,20396.38
Arizona,109,2024,DEM,106904.78
Arizona,109,2024,REP,3881.56
Arizona,109,2026,DEM,58205.32
Arizona,109,2026,REP,5500.0
Arizona St,121,2000,DEM,2700.0
Arizona St,121,2002,DEM,650.0
Arizona St,121,2004,DEM,16137.0
Arizona St,121,2004,REP,2125.0
Arizona St,121,2006,DEM,16131.0
Arizona St,121,2006,REP,2350.0
Arizona St,121,2008,DEM,26195.0
Arizona St,121,2008,REP,31551.0
Arizona St,121,2010,DEM,17170.1
Arizona St,121,2010,REP,4315.0
Arizona St,121,2012,DEM,31679.47
Arizona St,121,2012,REP,7258.7
Arizona St,121,2014,DEM,17163.5
Arizona St,121,2014,REP,3250.0
Arizona St,121,2016,DEM,45965.020000000004
Arizona St,121,2016,REP,2617.27
Arizona St,121,2018,DEM,47282.380000000005
Arizona St,121,2018,REP,1950.0
Arizona St,121,2020,DEM,177727.43
Arizona St,121,2020,REP,2564.5
Arizona St,121,2022,DEM,139765.0
Arizona St,121,2022,REP,3850.0
Arizona St,121,2024,DEM,131936.2
Arizona St,121,2024,REP,2284.41
Arizona St,121,2026,DEM,38749.0
Arizona St,121,2026,REP,4518.01
Auburn,105,2002,REP,3750.0
Auburn,105,2004,DEM,5453.0
Auburn,105,2004,REP,8739.0
Auburn,105,2006,DEM,1181.0
Auburn,105,2006,REP,2025.0
Auburn,105,2008,DEM,1858.0
Auburn,105,2008,REP,3186.0
Auburn,105,2010,DEM,5169.0
Auburn,105,2010,REP,2510.0
Auburn,105,2012,DEM,2105.0
Auburn,105,2012,REP,1870.0
Auburn,105,2014,DEM,3121.85
Auburn,105,2014,REP,760.0
Auburn,105,2016,DEM,4300.89
Auburn,105,2016,REP,4047.0
Auburn,105,2018,DEM,5327.93
Auburn,105,2018,REP,600.0
Auburn,105,2020,DEM,71511.58
Auburn,105,2020,REP,26105.730000000003
Auburn,105,2022,DEM,20505.29
Auburn,105,2022,REP,7355.87
Auburn,105,2024,DEM,15538.0
Auburn,105,2024,REP,27897.88
Auburn,105,2026,DEM,4417.0
Auburn,105,2026,REP,7140.11
Baylor,91,2000,REP,1200.0
Baylor,91,2002,REP,2000.0
Baylor,91,2004,DEM,2308.0
Baylor,91,2004,REP,2120.0
Baylor,91,2006,DEM,1165.0
Baylor,91,2006,REP,821.0
Baylor,91,2008,DEM,550.0
Baylor,91,2008,REP,3362.0
Baylor,91,2010,DEM,805.0
Baylor,91,2010,REP,3031.0
Baylor,91,2012,DEM,2890.0
Baylor,91,2012,REP,4555.0
Baylor,91,2014,DEM,5914.7
Baylor,91,2014,REP,1240.0
Baylor,91,2016,DEM,6423.41
Baylor,91,2016,REP,44030.0
Baylor,91,2018,DEM,5315.0
Baylor,91,2018,REP,3237.77
Baylor,91,2020,DEM,15552.99
Baylor,91,2020,REP,12601.8
Baylor,91,2022,DEM,14429.42
Baylor,91,2022,REP,11252.380000000001
Baylor,91,2024,DEM,24256.0
Baylor,91,2024,REP,18865.11
Baylor,91,2026,DEM,5629.02
Baylor,91,2026,REP,8744.47
Binghamton,73,2004,DEM,400.0
Binghamton,73,2004,REP,200.0
Binghamton,73,2006,DEM,200.0
Binghamton,73,2006,REP,2100.0
Binghamton,73,2008,REP,4850.0
Binghamton,73,2010,DEM,200.0
Binghamton,73,2012,DEM,2226.3
Binghamton,73,2012,REP,450.0
Binghamton,73,2014,DEM,3493.0
Binghamton,73,2016,DEM,8102.07
Binghamton,73,2016,REP,2132.0
Binghamton,73,2018,DEM,5288.0
Binghamton,73,2018,REP,800.0
Binghamton,73,2020,DEM,21836.85
Binghamton,73,2020,REP,1260.88
Binghamton,73,2022,DEM,6778.5
Binghamton,73,2022,REP,335.0
Binghamton,73,2024,DEM,8675.130000000001
Binghamton,73,2024,REP,1340.35
Binghamton,73,2026,DEM,1123.0
Binghamton,73,2026,REP,100.0
Boston College,37,2000,DEM,1250.0
Boston College,37,2000,REP,1000.0
Boston College,37,2002,DEM,2050.0
Boston College,37,2002,REP,2000.0
Boston College,37,2004,DEM,14215.0
Boston College,37,2006,DEM,10281.67
Boston College,37,2008,DEM,14360.0
Boston College,37,2010,DEM,14603.1
Boston College,37,2012,DEM,83559.31999999999
Boston College,37,2012,REP,2950.0
Boston College,37,2014,DEM,29324.9
Boston College,37,2014,REP,50.0
Boston College,37,2016,DEM,55391.15
Boston College,37,2016,REP,905.0
Boston College,37,2018,DEM,42067.32
Boston College,37,2020,DEM,126645.53
Boston College,37,2020,REP,4617.49
Boston College,37,2022,DEM,61713.03
Boston College,37,2022,REP,5.0
Boston College,37,2024,DEM,58679.6
Boston College,37,2024,REP,1000.0
Boston College,37,2026,DEM,20115.0
Boston Univ,41,2000,DEM,9400.0
Boston Univ,41,2000,REP,1200.0
Boston Univ,41,2002,DEM,11513.0
Boston Univ,41,2002,REP,5500.0
Boston Univ,41,2004,DEM,66809.01000000001
Boston Univ,41,2004,REP,3850.0
Boston Univ,41,2006,DEM,31825.0
Boston Univ,41,2006,REP,5500.0
Boston Univ,41,2008,DEM,72773.87
Boston Univ,41,2008,REP,9976.0
Boston Univ,41,2010,DEM,50611.5
Boston Univ,41,2010,REP,5000.0
Boston Univ,41,2012,DEM,172146.23
Boston Univ,41,2012,REP,2666.0
Boston Univ,41,2014,DEM,92476.23
Boston Univ,41,2014,REP,3650.0
Boston Univ,41,2016,DEM,179995.07
Boston Univ,41,2016,REP,2313.8
Boston Univ,41,2018,DEM,229187.84
Boston Univ,41,2018,REP,10494.0
Boston Univ,41,2020,DEM,520819.3
Boston Univ,41,2020,REP,16447.67
Boston Univ,41,2022,DEM,300166.11
Boston Univ,41,2022,REP,4741.25
Boston Univ,41,2024,DEM,327476.3
Boston Univ,41,2024,REP,2702.65
Boston Univ,41,2026,DEM,130741.91
Boston Univ,41,2026,REP,2113.35
Brandeis,63,2000,DEM,1250.0
Brandeis,63,2002,DEM,850.0
Brandeis,63,2004,DEM,16972.0
Brandeis,63,2006,DEM,5965.0
Brandeis,63,2006,REP,210.0
Brandeis,63,2008,DEM,9140.0
Brandeis,63,2010,DEM,13128.0
Brandeis,63,2012,DEM,52749.350000000006
Brandeis,63,2014,DEM,17084.5
Brandeis,63,2016,DEM,37199.17
Brandeis,63,2016,REP,300.0
Brandeis,63,2018,DEM,42277.03
Brandeis,63,2020,DEM,115476.66
Brandeis,63,2020,REP,25.0
Brandeis,63,2022,DEM,50460.1
Brandeis,63,2024,DEM,49139.58
Brandeis,63,2024,REP,360.0
Brandeis,63,2026,DEM,10058.5
Brandeis,63,2026,REP,1791.64
Brigham Young,109,2000,REP,500.0
Brigham Young,109,2002,DEM,300.0
Brigham Young,109,2002,REP,975.0
Brigham Young,109,2004,DEM,1250.0
Brigham Young,109,2004,REP,1760.0
Brigham Young,109,2006,DEM,850.0
Brigham Young,109,2006,REP,1860.0
Brigham Young,109,2008,DEM,210.0
Brigham Young,109,2008,REP,5104.0
Brigham Young,109,2010,DEM,1325.0
Brigham Young,109,2010,REP,5168.0
Brigham Young,109,2012,DEM,962.0
Brigham Young,109,2012,REP,97002.0
Brigham Young,109,2014,DEM,1915.0
Brigham Young,109,2014,REP,3725.0
Brigham Young,109,2016,DEM,6600.4400000000005
Brigham Young,109,2016,REP,5791.0
Brigham Young,109,2018,DEM,6490.0
Brigham Young,109,2018,REP,5025.0
Brigham Young,109,2020,DEM,12052.26
Brigham Young,109,2020,REP,4342.02
Brigham Young,109,2022,DEM,3852.0
Brigham Young,109,2022,REP,1549.0
Brigham Young,109,2024,DEM,1735.0
Brigham Young,109,2024,REP,4122.66
Brigham Young,109,2026,DEM,10828.0
Brigham Young,109,2026,REP,5702.51
Brown,13,2000,DEM,4487.0
Brown,13,2002,DEM,1900.0
Brown,13,2004,DEM,18316.0
Brown,13,2004,REP,1495.0
Brown,13,2006,DEM,19390.0
Brown,13,2008,DEM,17241.0
Brown,13,2008,REP,6600.0
Brown,13,2010,DEM,27350.0
Brown,13,2010,REP,3000.0
Brown,13,2012,DEM,42637.0
Brown,13,2012,REP,300.0
Brown,13,2014,DEM,70833.71
Brown,13,2014,REP,865.0
Brown,13,2016,DEM,117339.59
Brown,13,2016,REP,3982.95
Brown,13,2018,DEM,72784.84999999999
Brown,13,2018,REP,650.0
Brown,13,2020,DEM,183078.08
Brown,13,2020,REP,10850.0
Brown,13,2022,DEM,120603.91
Brown,13,2022,REP,9290.0
Brown,13,2024,DEM,170135.97
Brown,13,2024,REP,480.0
Brown,13,2026,DEM,36117.33
Brown,13,2026,REP,450.0
CUNY City College,121,2000,REP,2845.0
CUNY City College,121,2002,REP,1000.0
CUNY City College,121,2004,DEM,2250.0
CUNY City College,121,2004,REP,1250.0
CUNY City College,121,2006,DEM,1160.0
CUNY City College,121,2006,REP,3494.0
CUNY City College,121,2008,DEM,1420.0
CUNY City College,121,2010,DEM,2758.0
CUNY City College,121,2012,DEM,3520.12
CUNY City College,121,2012,REP,100.0
CUNY City College,121,2014,DEM,2520.13
CUNY City College,121,2016,DEM,6428.57
CUNY City College,121,2018,DEM,3775.0
CUNY City College,121,2020,DEM,32126.92
CUNY City College,121,2020,REP,200.44
CUNY City College,121,2022,DEM,8605.93
CUNY City College,121,2024,DEM,14007.5
CUNY City College,121,2024,REP,300.0
CUNY City College,121,2026,DEM,5449.0
CUNY City College,121,2026,REP,545.0
Cal St Fullerton,136,2004,DEM,250.0
Cal St Fullerton,136,2006,DEM,25.0
Cal St Fullerton,136,2008,DEM,1250.0
Cal St Fullerton,136,2008,REP,100.0
Cal St Fullerton,136,2010,DEM,200.0
Cal St Fullerton,136,2012,DEM,406.0
Cal St Fullerton,136,2012,REP,500.0
Cal St Fullerton,136,2014,DEM,680.0
Cal St Fullerton,136,2016,DEM,1857.0
Cal St Fullerton,136,2018,DEM,5510.0
Cal St Fullerton,136,2020,DEM,19853.84
Cal St Fullerton,136,2020,REP,302.23
Cal St Fullerton,136,2022,DEM,9528.15
Cal St Fullerton,136,2024,DEM,14625.0
Cal St Fullerton,136,2024,REP,200.0
Cal St Fullerton,136,2026,DEM,809.0
Cal St Fullerton,136,2026,REP,125.0
Cal St Long Beach,109,2004,DEM,1200.0
Cal St Long Beach,109,2008,DEM,300.0
Cal St Long Beach,109,2010,DEM,330.0
Cal St Long Beach,109,2012,DEM,1627.3400000000001
Cal St Long Beach,109,2014,DEM,165.0
Cal St Long Beach,109,2016,DEM,1667.04
Cal St Long Beach,109,2016,REP,225.0
Cal St Long Beach,109,2018,DEM,760.0
Cal St Long Beach,109,2020,DEM,4999.03
Cal St Long Beach,109,2022,DEM,5999.54
Cal St Long Beach,109,2024,DEM,5623.02
Cal St Long Beach,109,2026,DEM,1277.0
Caltech,6,2000,DEM,1000.0
Caltech,6,2002,DEM,250.0
Caltech,6,2002,REP,300.0
Caltech,6,2004,DEM,4500.0
Caltech,6,2004,REP,950.0
Caltech,6,2006,DEM,3230.0
Caltech,6,2006,REP,620.0
Caltech,6,2008,DEM,13965.0
Caltech,6,2008,REP,1970.0
Caltech,6,2010,DEM,12760.0
Caltech,6,2010,REP,1550.0
Caltech,6,2012,DEM,18681.0
Caltech,6,2012,REP,270.0
Caltech,6,2014,DEM,22983.0
Caltech,6,2014,REP,1075.0
Caltech,6,2016,DEM,38833.89
Caltech,6,2016,REP,2257.0
Caltech,6,2018,DEM,50879.66
Caltech,6,2018,REP,1435.0
Caltech,6,2020,DEM,144364.04
Caltech,6,2020,REP,4382.0
Caltech,6,2022,DEM,70591.47
Caltech,6,2022,REP,350.0
Caltech,6,2024,DEM,104370.94
Caltech,6,2024,REP,1200.0
Caltech,6,2026,DEM,9806.0
Caltech,6,2026,REP,200.0
Carnegie Mellon,21,2000,DEM,250.0
Carnegie Mellon,21,2002,DEM,500.0
Carnegie Mellon,21,2004,DEM,12254.0
Carnegie Mellon,21,2004,REP,1335.0
Carnegie Mellon,21,2006,DEM,5275.0
Carnegie Mellon,21,2006,REP,300.0
Carnegie Mellon,21,2008,DEM,10885.0
Carnegie Mellon,21,2008,REP,300.0
Carnegie Mellon,21,2010,DEM,16715.0
Carnegie Mellon,21,2010,REP,50.0
Carnegie Mellon,21,2012,DEM,41026.29
Carnegie Mellon,21,2012,REP,1210.0
Carnegie Mellon,21,2014,DEM,17767.0
Carnegie Mellon,21,2014,REP,405.0
Carnegie Mellon,21,2016,DEM,43049.27
Carnegie Mellon,21,2016,REP,906.0
Carnegie Mellon,21,2018,DEM,55426.06
Carnegie Mellon,21,2018,REP,610.0
Carnegie Mellon,21,2020,DEM,145416.68
Carnegie Mellon,21,2020,REP,1867.75
Carnegie Mellon,21,2022,DEM,135501.97
Carnegie Mellon,21,2022,REP,2009.0
Carnegie Mellon,21,2024,DEM,149573.6
Carnegie Mellon,21,2024,REP,2125.51
Carnegie Mellon,21,2026,DEM,40384.34
Carnegie Mellon,21,2026,REP,9010.0
Case Western,51,2004,DEM,9600.12
Case Western,51,2004,REP,500.0
Case Western,51,2006,DEM,2710.24
Case Western,51,2006,REP,1550.0
Case Western,51,2008,DEM,7235.24
Case Western,51,2008,REP,2680.0
Case Western,51,2010,DEM,5019.4400000000005
Case Western,51,2012,DEM,3765.52
Case Western,51,2012,REP,2194.5
Case Western,51,2014,DEM,6495.24
Case Western,51,2016,DEM,23977.309999999998
Case Western,51,2016,REP,560.0
Case Western,51,2018,DEM,15657.66
Case Western,51,2018,REP,250.0
Case Western,51,2020,DEM,53545.2
Case Western,51,2020,REP,3379.08
Case Western,51,2022,DEM,52789.15
Case Western,51,2022,REP,1446.25
Case Western,51,2024,DEM,44130.479999999996
Case Western,51,2024,REP,6946.56
Case Western,51,2026,DEM,30185.12
Case Western,51,2026,REP,250.0
Chapman,121,2000,REP,5250.0
Chapman,121,2002,DEM,1500.0
Chapman,121,2004,DEM,690.0
Chapman,121,2004,REP,2711.0
Chapman,121,2006,DEM,2145.0
Chapman,121,2006,REP,100.0
Chapman,121,2008,DEM,200.0
Chapman,121,2008,REP,8165.0
Chapman,121,2010,DEM,1750.0
Chapman,121,2010,REP,2470.0
Chapman,121,2012,DEM,2029.0
Chapman,121,2012,REP,5530.0
Chapman,121,2014,DEM,2195.0
Chapman,121,2014,REP,2875.0
Chapman,121,2016,DEM,11843.45
Chapman,121,2016,REP,13954.0
Chapman,121,2018,DEM,32504.68
Chapman,121,2018,REP,8050.0
Chapman,121,2020,DEM,40274.82
Chapman,121,2020,REP,14906.25
Chapman,121,2022,DEM,32489.5
Chapman,121,2022,REP,7955.5
Chapman,121,2024,DEM,13704.0
Chapman,121,2024,REP,9297.5
Chapman,121,2026,DEM,3820.0
Chapman,121,2026,REP,2000.0
Chicago,11,2000,DEM,6500.0
Chicago,11,2000,REP,3650.0
Chicago,11,2002,DEM,17350.0
Chicago,11,2002,REP,1000.0
Chicago,11,2004,DEM,62010.01
Chicago,11,2004,REP,7350.0
Chicago,11,2006,DEM,49098.0
Chicago,11,2006,REP,5755.0
Chicago,11,2008,DEM,159398.22999999998
Chicago,11,2008,REP,17212.0
Chicago,11,2010,DEM,103801.0
Chicago,11,2010,REP,4261.0
Chicago,11,2012,DEM,268049.79000000004
Chicago,11,2012,REP,5695.0
Chicago,11,2014,DEM,106323.82
Chicago,11,2014,REP,4325.0
Chicago,11,2016,DEM,164088.81
Chicago,11,2016,REP,19006.0
Chicago,11,2018,DEM,212981.72999999998
Chicago,11,2018,REP,5075.0
Chicago,11,2020,DEM,663980.35
Chicago,11,2020,REP,13194.56
Chicago,11,2022,DEM,463344.62
Chicago,11,2022,REP,10456.0
Chicago,11,2024,DEM,469526.59
Chicago,11,2024,REP,8826.06
Chicago,11,2026,DEM,310721.7
Chicago,11,2026,REP,4202.79
Clark,132,2000,DEM,800.0
Clark,132,2002,DEM,250.0
Clark,132,2004,DEM,3250.0
Clark,132,2006,DEM,3200.0
Clark,132,2008,DEM,2290.0
Clark,132,2010,DEM,4466.1
Clark,132,2012,DEM,4485.0
Clark,132,2014,DEM,2449.0
Clark,132,2016,DEM,9778.17
Clark,132,2018,DEM,5572.98
Clark,132,2020,DEM,102464.3
Clark,132,2022,DEM,39817.0
Clark,132,2024,DEM,14100.0
Clark,132,2026,DEM,9244.04
Clarkson,152,2004,DEM,795.0
Clarkson,152,2004,REP,401.0
Clarkson,152,2006,DEM,1325.0
Clarkson,152,2006,REP,205.0
Clarkson,152,2008,DEM,910.0
Clarkson,152,2008,REP,401.0
Clarkson,152,2010,DEM,2500.0
Clarkson,152,2012,DEM,750.0
Clarkson,152,2012,REP,1262.07
Clarkson,152,2014,DEM,1000.0
Clarkson,152,2016,DEM,1449.58
Clarkson,152,2016,REP,445.0
Clarkson,152,2020,DEM,527.9200000000001
Clarkson,152,2020,REP,650.0
Clarkson,152,2022,DEM,5800.0
Clarkson,152,2022,REP,629.0
Clarkson,152,2024,DEM,850.0
Clarkson,152,2024,REP,60.91
Clarkson,152,2026,DEM,10850.0
Clarkson,152,2026,REP,50.73
Clemson,80,2000,DEM,450.0
Clemson,80,2002,DEM,225.0
Clemson,80,2002,REP,500.0
Clemson,80,2004,DEM,2570.0
Clemson,80,2004,REP,2810.0
Clemson,80,2006,DEM,2531.0
Clemson,80,2006,REP,1310.0
Clemson,80,2008,DEM,5490.0
Clemson,80,2008,REP,361.0
Clemson,80,2010,DEM,3555.0
Clemson,80,2010,REP,281.0
Clemson,80,2012,DEM,6220.0
Clemson,80,2012,REP,630.0
Clemson,80,2014,DEM,9950.0
Clemson,80,2014,REP,3576.0
Clemson,80,2016,DEM,7080.41
Clemson,80,2016,REP,1448.0
Clemson,80,2018,DEM,10564.5
Clemson,80,2018,REP,250.0
Clemson,80,2020,DEM,121217.89
Clemson,80,2020,REP,9006.85
Clemson,80,2022,DEM,147567.91
Clemson,80,2022,REP,4642.9400000000005
Clemson,80,2024,DEM,41555.0
Clemson,80,2024,REP,4246.29
Clemson,80,2026,DEM,8589.0
Clemson,80,2026,REP,2326.24
Col School of Mines,76,2004,DEM,1850.0
Col School of Mines,76,2004,REP,300.0
Col School of Mines,76,2006,DEM,60.0
Col School of Mines,76,2008,DEM,1140.0
Col School of Mines,76,2008,REP,50.0
Col School of Mines,76,2010,DEM,1730.0
Col School of Mines,76,2012,DEM,250.0
Col School of Mines,76,2014,DEM,1597.0
Col School of Mines,76,2014,REP,2500.0
Col School of Mines,76,2016,DEM,4929.49
Col School of Mines,76,2016,REP,500.0
Col School of Mines,76,2018,DEM,726.0
Col School of Mines,76,2018,REP,125.0
Col School of Mines,76,2020,DEM,9131.06
Col School of Mines,76,2020,REP,1891.45
Col School of Mines,76,2022,DEM,9313.6
Col School of Mines,76,2022,REP,1720.5
Col School of Mines,76,2024,DEM,15380.0
Col School of Mines,76,2024,REP,1190.0
Col School of Mines,76,2026,DEM,10900.0
Colorado,98,2004,DEM,217.0
Colorado,98,2006,DEM,400.0
Colorado,98,2008,DEM,3240.0
Colorado,98,2010,DEM,2640.0
Colorado,98,2010,REP,240.0
Colorado,98,2012,DEM,2270.0
Colorado,98,2012,REP,350.0
Colorado,98,2014,DEM,2375.0
Colorado,98,2014,REP,250.0
Colorado,98,2016,DEM,20471.13
Colorado,98,2018,DEM,12232.0
Colorado,98,2018,REP,2250.0
Colorado,98,2020,DEM,43267.93
Colorado,98,2022,DEM,13937.0
Colorado,98,2022,REP,255.0
Colorado,98,2024,DEM,27563.42
Colorado,98,2024,REP,380.0
Colorado,98,2026,DEM,4914.0
Colorado St,148,2002,DEM,200.0
Colorado St,148,2002,REP,951.0
Colorado St,148,2004,DEM,2375.0
Colorado St,148,2004,REP,710.0
Colorado St,148,2006,DEM,1670.0
Colorado St,148,2006,REP,250.0
Colorado St,148,2008,DEM,6659.0
Colorado St,148,2010,DEM,17386.75
Colorado St,148,2010,REP,160.0
Colorado St,148,2012,DEM,9173.0
Colorado St,148,2012,REP,1100.0
Colorado St,148,2014,DEM,7452.0
Colorado St,148,2014,REP,1586.0
Colorado St,148,2016,DEM,32999.17
Colorado St,148,2016,REP,1770.0
Colorado St,148,2018,DEM,24725.0
Colorado St,148,2018,REP,2289.3199999999997
Colorado St,148,2020,DEM,66455.92
Colorado St,148,2020,REP,4282.85
Colorado St,148,2022,DEM,46085.24
Colorado St,148,2022,REP,2044.98
Colorado St,148,2024,DEM,26355.27
Colorado St,148,2024,REP,1549.73
Colorado St,148,2026,DEM,20146.0
Colorado St,148,2026,REP,499.4
Columbia,13,2000,DEM,20122.0
Columbia,13,2000,REP,1250.0
Columbia,13,2002,DEM,26036.0
Columbia,13,2002,REP,7100.0
Columbia,13,2004,DEM,183358.99
Columbia,13,2004,REP,31742.0
Columbia,13,2006,DEM,119642.0
Columbia,13,2006,REP,8351.0
Columbia,13,2008,DEM,259521.2
Columbia,13,2008,REP,54920.0
Columbia,13,2010,DEM,256693.16
Columbia,13,2010,REP,17590.0
Columbia,13,2012,DEM,447253.04000000004
Columbia,13,2012,REP,9237.0
Columbia,13,2014,DEM,264436.92
Columbia,13,2014,REP,13270.0
Columbia,13,2016,DEM,634121.9500000001
Columbia,13,2016,REP,17387.0
Columbia,13,2018,DEM,461374.38
Columbia,13,2018,REP,13615.0
Columbia,13,2020,DEM,1225718.65
Columbia,13,2020,REP,48123.82
Columbia,13,2022,DEM,657671.19
Columbia,13,2022,REP,54129.5
Columbia,13,2024,DEM,691953.13
Columbia,13,2024,REP,46450.0
Columbia,13,2026,DEM,278542.08
Columbia,13,2026,REP,28758.39
Connecticut,70,2000,DEM,500.0
Connecticut,70,2000,REP,800.0
Connecticut,70,2002,DEM,4000.0
Connecticut,70,2004,DEM,5490.0
Connecticut,70,2006,DEM,9791.0
Connecticut,70,2008,DEM,15010.0
Connecticut,70,2008,REP,1325.0
Connecticut,70,2010,DEM,26380.1
Connecticut,70,2012,DEM,69276.12
Connecticut,70,2012,REP,250.0
Connecticut,70,2014,DEM,25527.95
Connecticut,70,2014,REP,50.0
Connecticut,70,2016,DEM,35551.9
Connecticut,70,2016,REP,586.0
Connecticut,70,2018,DEM,35061.0
Connecticut,70,2018,REP,621.0
Connecticut,70,2020,DEM,100774.31
Connecticut,70,2020,REP,6599.01
Connecticut,70,2022,DEM,44730.28
Connecticut,70,2022,REP,50.5
Connecticut,70,2024,DEM,95605.6
Connecticut,70,2024,REP,2790.0
Connecticut,70,2026,DEM,19164.25
Cornell,11,2000,DEM,2494.0
Cornell,11,2000,REP,200.0
Cornell,11,2002,DEM,5455.0
Cornell,11,2004,DEM,46007.0
Cornell,11,2004,REP,3895.0
Cornell,11,2006,DEM,49361.0
Cornell,11,2006,REP,2325.0
Cornell,11,2008,DEM,64591.990000000005
Cornell,11,2008,REP,3586.0
Cornell,11,2010,DEM,69669.2
Cornell,11,2010,REP,1115.0
Cornell,11,2012,DEM,144985.98
Cornell,11,2012,REP,921.0
Cornell,11,2014,DEM,86349.9
Cornell,11,2014,REP,1800.0
Cornell,11,2016,DEM,149987.87
Cornell,11,2016,REP,2407.19
Cornell,11,2018,DEM,148396.96
Cornell,11,2018,REP,711.0
Cornell,11,2020,DEM,375931.58
Cornell,11,2020,REP,4267.27
Cornell,11,2022,DEM,239433.34
Cornell,11,2022,REP,7237.75
Cornell,11,2024,DEM,225834.72
Cornell,11,2024,REP,2350.41
Cornell,11,2026,DEM,84457.84
Cornell,11,2026,REP,1575.59
Creighton,121,2000,DEM,350.0
Creighton,121,2000,REP,585.0
Creighton,121,2002,DEM,225.0
Creighton,121,2004,DEM,1850.0
Creighton,121,2006,DEM,1230.0
Creighton,121,2008,DEM,950.0
Creighton,121,2008,REP,1000.0
Creighton,121,2010,DEM,1450.0
Creighton,121,2010,REP,1100.0
Creighton,121,2012,DEM,3459.0
Creighton,121,2012,REP,5135.0
Creighton,121,2014,DEM,935.0
Creighton,121,2014,REP,2484.4
Creighton,121,2016,DEM,2440.0
Creighton,121,2016,REP,4940.0
Creighton,121,2018,DEM,1909.0
Creighton,121,2018,REP,2570.0
Creighton,121,2020,DEM,6790.67
Creighton,121,2020,REP,5709.3
Creighton,121,2022,DEM,15099.44
Creighton,121,2022,REP,4079.01
Creighton,121,2024,DEM,16917.0
Creighton,121,2024,REP,10931.83
Creighton,121,2026,DEM,3862.0
Creighton,121,2026,REP,433.0
Dartmouth,15,2000,DEM,1200.0
Dartmouth,15,2000,REP,900.0
Dartmouth,15,2002,DEM,2935.0
Dartmouth,15,2004,DEM,44637.64
Dartmouth,15,2006,DEM,10898.4
Dartmouth,15,2006,REP,250.0
Dartmouth,15,2008,DEM,14593.1
Dartmouth,15,2008,REP,2106.0
Dartmouth,15,2010,DEM,38905.1
Dartmouth,15,2010,REP,6020.0
Dartmouth,15,2012,DEM,45253.5
Dartmouth,15,2012,REP,3100.0
Dartmouth,15,2014,DEM,58092.0
Dartmouth,15,2014,REP,1050.0
Dartmouth,15,2016,DEM,139486.29
Dartmouth,15,2016,REP,4375.0
Dartmouth,15,2018,DEM,98478.83
Dartmouth,15,2020,DEM,180011.38
Dartmouth,15,2020,REP,1171.4
Dartmouth,15,2022,DEM,129269.6
Dartmouth,15,2022,REP,724.56
Dartmouth,15,2024,DEM,97780.37
Dartmouth,15,2024,REP,348.95
Dartmouth,15,2026,DEM,37300.5
Dayton,136,2004,DEM,597.0
Dayton,136,2004,REP,1475.0
Dayton,136,2006,DEM,890.0
Dayton,136,2006,REP,500.0
Dayton,136,2008,DEM,1220.0
Dayton,136,2008,REP,2385.0
Dayton,136,2010,DEM,240.0
Dayton,136,2010,REP,1284.0
Dayton,136,2012,DEM,2694.73
Dayton,136,2012,REP,750.0
Dayton,136,2014,DEM,3588.0
Dayton,136,2014,REP,150.0
Dayton,136,2016,DEM,3847.0
Dayton,136,2016,REP,2748.8
Dayton,136,2018,DEM,2097.0
Dayton,136,2018,REP,2079.27
Dayton,136,2020,DEM,22479.65
Dayton,136,2020,REP,2385.0
Dayton,136,2022,DEM,6445.5
Dayton,136,2022,REP,4000.0
Dayton,136,2024,DEM,12881.0
Dayton,136,2024,REP,1000.0
Dayton,136,2026,DEM,1790.6
